beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
1,1.0,916.0,sqft,,,98121,652500.0
2,2.0,1546.0,sqft,1368.0,sqft,98108,669000.0
4,3.0,2970.0,sqft,7350.0,sqft,98118,720000.0
3,3.5,1615.0,sqft,1.0,acre,98133,796000.0
2,2.0,1170.0,sqft,588.0,sqft,98144,625000.0
3,2.0,1350.0,sqft,1056.0,sqft,98136,722500.0
2,2.0,1143.0,sqft,672.0,sqft,98107,689900.0
3,2.5,1220.0,sqft,1095.0,sqft,98109,900000.0
4,1.5,2100.0,sqft,6532.0,sqft,98199,875000.0
4,1.5,3200.0,sqft,5508.0,sqft,98117,1290000.0
1,2.0,1137.0,sqft,,,98119,930000.0
3,2.0,2930.0,sqft,0.7,acre,98146,775000.0
2,1.0,808.0,sqft,,,98115,422500.0
4,4.0,2550.0,sqft,5300.0,sqft,98117,1550000.0
2,2.0,789.0,sqft,0.27,acre,98107,475000.0
3,3.0,2546.0,sqft,3600.0,sqft,98109,1810000.0
2,1.0,680.0,sqft,8382.0,sqft,98146,565000.0
2,1.5,1000.0,sqft,1000.0,sqft,98117,640000.0
3,2.0,1676.0,sqft,4828.0,sqft,98115,840000.0
2,1.0,985.0,sqft,,,98121,790000.0
1,1.0,750.0,sqft,5750.0,sqft,98116,725000.0
1,1.0,843.0,sqft,,,98125,370000.0
4,2.0,3220.0,sqft,7800.0,sqft,98177,2000000.0
2,2.0,2340.0,sqft,6802.0,sqft,98105,1398000.0
1,1.0,543.0,sqft,,,98109,390000.0
5,3.0,4040.0,sqft,4320.0,sqft,98105,1650000.0
2,1.0,990.0,sqft,4800.0,sqft,98108,455000.0
4,4.0,2850.0,sqft,4900.0,sqft,98105,1755000.0
4,2.5,1620.0,sqft,6120.0,sqft,98126,849950.0
1,1.0,514.0,sqft,,,98122,345000.0
2,1.0,1240.0,sqft,4317.0,sqft,98116,656500.0
3,2.5,1620.0,sqft,1377.0,sqft,98112,935000.0
3,3.0,1608.0,sqft,2039.0,sqft,98126,625000.0
4,1.0,1530.0,sqft,6250.0,sqft,98117,740000.0
4,2.0,2270.0,sqft,3600.0,sqft,98119,1335000.0
1,1.0,908.0,sqft,,,98107,475000.0
2,1.0,1180.0,sqft,1560.0,sqft,98122,677000.0
1,1.0,672.0,sqft,0.54,acre,98107,464000.0
3,1.5,998.0,sqft,904.0,sqft,98117,610000.0
4,2.0,2220.0,sqft,5775.0,sqft,98144,740000.0
1,1.0,700.0,sqft,0.41,acre,98119,405000.0
7,6.0,7636.0,sqft,8625.0,sqft,98103,2225000.0
4,5.5,3530.0,sqft,0.44,acre,98118,1550000.0
3,2.0,1620.0,sqft,3840.0,sqft,98117,675000.0
4,3.0,1620.0,sqft,3380.0,sqft,98117,950000.0
2,2.0,1138.0,sqft,,,98126,515000.0
1,1.0,669.0,sqft,,,98121,385000.0
4,3.5,2600.0,sqft,4101.0,sqft,98108,1060000.0
3,2.0,1960.0,sqft,6138.0,sqft,98115,900000.0
2,2.0,950.0,sqft,0.68,acre,98106,395000.0
2,2.0,1410.0,sqft,0.25,acre,98112,880000.0
2,1.5,1022.0,sqft,1.0,acre,98144,729000.0
4,2.0,2840.0,sqft,5750.0,sqft,98126,1175000.0
1,1.0,712.0,sqft,,,98116,500000.0
5,2.0,1920.0,sqft,4173.0,sqft,98118,739000.0
3,3.5,3880.0,sqft,0.29,acre,98199,2500000.0
3,2.0,1010.0,sqft,6300.0,sqft,98106,650000.0
6,4.0,3300.0,sqft,3810.0,sqft,98103,1237500.0
3,1.0,1070.0,sqft,6567.0,sqft,98178,580000.0
3,1.0,1270.0,sqft,7140.0,sqft,98117,1050000.0
3,2.0,1413.0,sqft,1.0,acre,98103,1099970.0
3,2.5,1820.0,sqft,3090.0,sqft,98115,1030000.0
2,2.0,1415.0,sqft,,,98125,469000.0
3,3.0,2212.0,sqft,,,98109,1470000.0
3,3.5,3290.0,sqft,7338.0,sqft,98126,1400000.0
2,2.0,1391.0,sqft,1049.0,sqft,98115,672500.0
2,2.0,1372.0,sqft,900.0,sqft,98125,649950.0
2,1.5,960.0,sqft,8057.0,sqft,98199,515000.0
3,2.5,1890.0,sqft,1097.0,sqft,98144,699000.0
4,3.0,2230.0,sqft,6700.0,sqft,98115,1150000.0
1,1.5,952.0,sqft,,,98101,750000.0
2,1.0,925.0,sqft,,,98103,535000.0
4,2.0,1820.0,sqft,5600.0,sqft,98117,760000.0
8,4.5,3600.0,sqft,4360.0,sqft,98105,1500000.0
2,2.5,1305.0,sqft,2044.0,sqft,98116,770000.0
3,2.0,1840.0,sqft,3880.0,sqft,98117,959630.0
1,1.0,782.0,sqft,,,98101,519990.0
2,2.5,1040.0,sqft,990.0,sqft,98117,705000.0
2,2.0,1050.0,sqft,,,98103,480000.0
2,2.0,1019.0,sqft,,,98119,813000.0
4,2.5,3198.0,sqft,5000.0,sqft,98103,1712000.0
1,1.0,557.0,sqft,,,98105,222000.0
2,2.5,950.0,sqft,1500.0,sqft,98107,675000.0
3,1.0,1050.0,sqft,4080.0,sqft,98117,835000.0
1,1.0,533.0,sqft,,,98126,300000.0
3,1.0,860.0,sqft,8054.0,sqft,98178,425000.0
4,3.0,1890.0,sqft,1097.0,sqft,98144,699000.0
2,2.5,1138.0,sqft,3.97,acre,98126,515000.0
4,2.0,1830.0,sqft,9920.0,sqft,98146,535000.0
2,1.0,1980.0,sqft,2295.0,sqft,98144,699950.0
3,5.5,1730.0,sqft,1766.0,sqft,98105,850000.0
3,3.0,2462.0,sqft,2272.0,sqft,98117,915000.0
3,3.5,1300.0,sqft,1994.0,sqft,98106,583000.0
4,2.0,1550.0,sqft,6000.0,sqft,98103,1325000.0
3,3.5,1679.0,sqft,1.0,acre,98126,689000.0
3,1.0,1220.0,sqft,5850.0,sqft,98116,680000.0
3,1.5,1540.0,sqft,8505.0,sqft,98178,535000.0
3,2.0,1520.0,sqft,2185.0,sqft,98116,916500.0
3,1.0,1320.0,sqft,6250.0,sqft,98168,529000.0
2,1.0,1290.0,sqft,1875.0,sqft,98103,640000.0
3,2.5,1870.0,sqft,837.0,sqft,98117,890000.0
3,3.5,1762.0,sqft,1494.0,sqft,98102,1000000.0
3,1.0,1240.0,sqft,4842.0,sqft,98118,531000.0
3,1.5,1307.0,sqft,1362.0,sqft,98125,650000.0
2,2.0,1167.0,sqft,,,98107,650000.0
2,1.5,1070.0,sqft,1569.0,sqft,98103,849950.0
2,1.0,1820.0,sqft,7500.0,sqft,98125,1037300.0
3,2.0,1790.0,sqft,4080.0,sqft,98115,900000.0
5,3.5,3700.0,sqft,5520.0,sqft,98119,2050000.0
4,3.5,3340.0,sqft,6300.0,sqft,98144,2100000.0
4,2.5,2250.0,sqft,7650.0,sqft,98106,924900.0
3,2.0,1799.0,sqft,1471.0,sqft,98103,940000.0
1,1.0,584.0,sqft,,,98199,411000.0
5,2.5,4639.0,sqft,8036.0,sqft,98112,3350000.0
3,1.0,1810.0,sqft,0.24,acre,98178,512000.0
1,1.0,907.0,sqft,,,98119,585000.0
3,2.0,2120.0,sqft,6009.0,sqft,98117,1345000.0
1,1.0,616.0,sqft,0.35,acre,98101,399900.0
6,6.0,1780.0,sqft,7900.0,sqft,98168,733500.0
4,2.0,2630.0,sqft,8750.0,sqft,98115,1350000.0
5,3.0,3060.0,sqft,6250.0,sqft,98116,950000.0
3,2.0,2700.0,sqft,0.37,acre,98178,734000.0
5,4.0,2030.0,sqft,6000.0,sqft,98144,670000.0
3,2.5,1620.0,sqft,1423.0,sqft,98122,770000.0
5,4.5,5704.0,sqft,7200.0,sqft,98119,4000000.0
2,1.0,700.0,sqft,4000.0,sqft,98117,800000.0
2,3.0,1260.0,sqft,3920.0,sqft,98117,770000.0
4,2.0,1770.0,sqft,3920.0,sqft,98115,1425000.0
4,2.5,1812.0,sqft,1632.0,sqft,98136,825000.0
1,1.0,648.0,sqft,,,98121,395000.0
2,2.0,840.0,sqft,1177.0,sqft,98144,725000.0
3,2.0,2100.0,sqft,7800.0,sqft,98136,845000.0
5,3.0,2550.0,sqft,9192.0,sqft,98125,1450000.0
1,1.0,774.0,sqft,,,98146,265000.0
2,2.5,1736.0,sqft,,,98122,970000.0
3,2.5,2198.0,sqft,2621.0,sqft,98144,1675000.0
2,1.0,770.0,sqft,6501.0,sqft,98125,620000.0
2,2.0,1150.0,sqft,2462.0,sqft,98107,725000.0
3,2.0,2330.0,sqft,5280.0,sqft,98103,1098000.0
5,4.5,4693.0,sqft,0.24,acre,98122,2650000.0
3,3.0,1790.0,sqft,7286.0,sqft,98125,755000.0
4,3.5,2960.0,sqft,4500.0,sqft,98103,1700000.0
1,1.0,591.0,sqft,,,98119,434000.0
2,2.0,1391.0,sqft,0.34,acre,98109,860000.0
3,2.0,1160.0,sqft,7500.0,sqft,98178,566000.0
1,1.0,720.0,sqft,,,98126,365000.0
1,1.0,701.0,sqft,,,98115,325000.0
4,2.0,2570.0,sqft,4800.0,sqft,98103,1495000.0
3,2.0,1611.0,sqft,4648.0,sqft,98107,915000.0
4,2.5,2474.0,sqft,2970.0,sqft,98115,1725000.0
3,2.0,1300.0,sqft,2997.0,sqft,98144,778000.0
2,2.5,840.0,sqft,1224.0,sqft,98144,620000.0
2,2.0,1100.0,sqft,698.0,sqft,98107,749000.0
3,2.5,2730.0,sqft,3000.0,sqft,98122,1199000.0
2,2.0,1004.0,sqft,,,98125,325000.0
3,3.0,1650.0,sqft,1622.0,sqft,98103,950000.0
3,3.0,1650.0,sqft,1376.0,sqft,98103,974999.0
4,1.0,1850.0,sqft,4500.0,sqft,98118,600000.0
5,3.5,4050.0,sqft,3600.0,sqft,98119,2895000.0
1,1.0,865.0,sqft,1.26,acre,98112,712500.0
2,2.0,1252.0,sqft,,,98121,1349000.0
3,3.0,1790.0,sqft,7080.0,sqft,98109,1325000.0
5,3.0,2020.0,sqft,6000.0,sqft,98119,899000.0
3,1.5,1280.0,sqft,4000.0,sqft,98144,750000.0
4,2.0,1630.0,sqft,4982.0,sqft,98116,942000.0
3,3.5,1460.0,sqft,1200.0,sqft,98117,740000.0
3,2.0,1210.0,sqft,1374.0,sqft,98103,875000.0
4,2.0,2080.0,sqft,5250.0,sqft,98116,1098000.0
4,2.0,3542.0,sqft,5000.0,sqft,98144,1150000.0
3,1.5,2200.0,sqft,4800.0,sqft,98117,860000.0
1,1.0,603.0,sqft,,,98133,400000.0
2,2.0,1456.0,sqft,,,98199,575000.0
2,2.5,1169.0,sqft,1092.0,sqft,98117,615000.0
2,1.0,1770.0,sqft,4800.0,sqft,98103,926000.0
4,2.0,1641.0,sqft,6122.0,sqft,98118,538800.0
1,1.0,600.0,sqft,,,98122,310000.0
2,1.5,860.0,sqft,1154.0,sqft,98122,734950.0
4,3.5,4990.0,sqft,0.25,acre,98112,4815000.0
3,2.0,1749.0,sqft,1149.0,sqft,98125,699950.0
3,4.0,1580.0,sqft,1086.0,sqft,98144,825000.0
3,2.5,2340.0,sqft,8000.0,sqft,98177,1900000.0
6,3.0,2440.0,sqft,8000.0,sqft,98144,925000.0
1,1.0,705.0,sqft,,,98103,490000.0
2,2.0,1227.0,sqft,1393.0,sqft,98115,715000.0
5,4.0,2734.0,sqft,3774.0,sqft,98115,1300000.0
2,2.0,839.0,sqft,0.53,acre,98125,385000.0
3,1.0,1120.0,sqft,7407.0,sqft,98178,708000.0
3,2.0,1482.0,sqft,1085.0,sqft,98117,919000.0
3,3.5,1680.0,sqft,1486.0,sqft,98126,675000.0
2,2.0,1400.0,sqft,0.34,acre,98199,699950.0
3,2.0,1370.0,sqft,0.5,acre,98112,910000.0
1,1.0,889.0,sqft,,,98121,550000.0
4,2.0,2140.0,sqft,6250.0,sqft,98199,1150000.0
2,2.0,795.0,sqft,,,98103,590000.0
3,2.0,1710.0,sqft,4267.0,sqft,98133,659000.0
